situation,clue,thought,polarity
I appear on stage with my band mates to the screaming of the audience . , it always happens to me . , I might trip on my guitar cord . ,0
I appear on stage with my band mates to the screaming of the audience . , I'm really nervous . , I might trip on my guitar cord . ,0
One of my friends from college appeared in a picture with Beyonce . , my friend is in the same picture with Beyonce . , my friend is more popular than me . ,0
One of my friends from college appeared in a picture with Beyonce . , I have never met a celebrity . , my friend is more popular than me . ,0
One of my friends from college appeared in a picture with Beyonce . , she is in a picture with Beyonce . , my friend is more popular than me . ,0
One of my friends from college appeared in a picture with Beyonce . , I am a huge fan of hers . , I will be jealous . ,0
One of my friends from college appeared in a picture with Beyonce . , she is one of my favorite celebrities . , I will be jealous . ,0
One of my friends from college appeared in a picture with Beyonce . , I am a big fan of Beyonce . , I will be jealous . ,0
One of my friends from college appeared in a picture with Beyonce . , she is one of the most famous people in the world . , I will never be as successful as her . ,0
One of my friends from college appeared in a picture with Beyonce . , I don't have any connections in the entertainment industry . , I will never be as successful as her . ,0
One of my friends from college appeared in a picture with Beyonce . , she is a world-renown superstar  . , I will never be as successful as her . ,0
One of my friends from college appeared in a picture with Beyonce . , I have no connections and I'm not photogenic . , I will never be that famous . ,0
One of my friends from college appeared in a picture with Beyonce . , I will never be able to meet Beyonce . , I will never be that famous . ,0
One of my friends from college appeared in a picture with Beyonce . , I am not as talented as my friend . , I will never be that famous . ,0
One of my friends from college appeared in a picture with Beyonce . , I am too shy to talk to him . , he will never speak to me again . ,0
